IMTX_NUM,TEAM_ID
300-4377818-4_1,li019498.in
300-4377819-2_1,li019506.in
300-4377833-3_1,li019498.in
300-4377866-3_1,li019498.in
300-4377870-5_1,li019498.in
300-4377876-2_1,li019498.in
300-4377882-0_1,li019498.in
300-4377925-7_1,li019498.in
300-4377926-5_1,li019498.in
300-4377949-7_1,li019498.in
300-4377953-9_1,li019516.in
300-4377978-6_1,li019496.in
300-4378000-8_1,li019498.in
300-4378002-4_1,li019512.in
300-4378021-4_1,li019498.in
300-4378055-2_1,li019498.in
300-4378126-1_1,li019498.in
300-4378224-4_1,li019506.in
300-4378258-2_1,li019498.in
300-4378264-0_1,li019498.in
300-4378277-2_1,li019524.in
300-4378278-0_1,li019498.in
300-4378291-3_1,li019498.in
300-4378306-9_1,li019498.in
300-4378340-8_1,li019496.in
300-4378344-0_1,li019506.in
300-4378361-4_1,li019498.in
300-4378366-3_1,li019506.in
300-4378399-4_1,li019498.in
300-4378424-0_1,li019498.in
300-4378432-3_1,li019498.in
300-4378447-1_1,li019498.in
300-4378471-1_1,li019498.in
300-4378517-1_1,li019498.in
300-4378523-9_1,li019498.in
300-4378532-0_1,li019498.in
300-4378534-6_1,li019498.in
300-4378540-3_1,li019498.in
300-4378586-6_1,li019498.in
300-4378602-1_1,li019500.in
300-4378627-8_1,li019498.in
300-4378667-4_1,li019498.in
300-4378696-3_1,li019498.in
300-4378697-1_1,li019498.in
300-4378699-7_1,li019498.in
300-4378703-7_1,li019498.in
300-4378705-2_1,li019498.in
300-4378706-0_1,li019498.in
300-4378733-4_1,li019537.in
300-4378782-1_1,li019498.in
300-4378810-0_1,li019498.in
300-4378814-2_1,li019533.in
300-4378815-9_1,li019498.in
300-4378838-1_1,li019537.in
300-4378858-9_1,li019533.in
300-4378900-9_1,li019502.in
300-4378920-7_1,li019549.in
300-4378949-6_1,li019563.in
300-4378965-2_1,li019531.in
300-4378974-4_1,li019543.in
300-4378975-1_1,li019551.in
300-4379002-3_1,li019496.in
300-4379018-9_1,li019496.in
300-4379064-3_1,li019496.in
300-4379207-8_1,li019498.in
300-4379233-4_1,li019498.in
300-4379240-9_1,li019498.in
300-4379252-4_1,li019506.in
300-4379312-6_1,li019498.in
300-4379327-4_1,li019498.in
300-4379332-4_1,li019498.in
300-4379340-7_1,li019498.in
300-4379358-9_1,li019498.in
300-4379372-0_1,li019498.in
300-4379376-1_1,li019498.in
300-4379382-9_1,li019498.in
300-4379435-5_1,li019498.in
300-4379443-9_1,li019498.in
300-4379444-7_1,li019498.in
300-4379451-2_1,li019498.in
300-4379464-5_1,li019498.in
300-4379467-8_1,li019498.in
300-4379470-2_1,li019498.in
300-4379476-9_1,li019498.in
300-4379531-1_1,li019498.in
300-4379533-7_1,li019498.in
300-4379536-0_1,li019498.in
300-4379538-6_1,li019498.in
300-4379540-2_1,li019498.in
300-4379550-1_1,li019498.in
300-4379552-7_1,li019498.in
300-4379553-5_1,li019500.in
300-4379558-4_1,li019498.in
300-4379560-0_1,li019500.in
300-4379567-5_1,li019498.in
300-4379569-1_1,li019500.in
300-4379571-7_1,li019500.in
300-4379573-3_1,li019500.in
300-4379575-8_1,li019500.in
300-4379577-4_1,li019500.in
300-4379590-7_1,li019498.in
300-4379630-1_1,li019498.in
300-4379656-6_1,li019504.in
300-4379691-3_1,li019498.in
300-4379697-0_1,li019506.in
300-4379717-6_1,li019498.in
300-4379747-3_1,li019498.in
300-4379756-4_1,li019498.in
300-4379758-0_1,li019498.in
300-4379826-5_1,li019498.in
300-4379828-1_1,li019498.in
300-4379832-3_1,li019498.in
300-4379874-5_1,li019496.in
300-4380101-0_1,li019502.in
300-4380270-3_1,li019532.in
300-4380274-5_1,li019496.in
300-4380407-1_1,li019496.in
300-4380430-3_1,li019522.in
300-4380447-7_1,li019498.in
300-4380643-1_1,li019508.in
300-4380664-7_1,li019512.in
300-4380697-7_1,li019498.in
300-4380739-7_1,li019496.in
300-4380763-7_1,li019496.in
300-4380767-8_1,li019496.in
300-4380775-1_1,li019496.in
300-4380810-6_1,li019512.in
300-4380832-0_1,li019503.in
300-4380853-6_1,li019512.in
300-4380878-3_1,li019496.in
300-4380886-6_1,li019506.in
300-4380890-8_1,li019496.in
300-4380902-1_1,li019496.in
300-4380912-0_1,li019496.in
300-4380984-9_1,li019498.in
300-4381024-3_1,li019498.in
300-4381031-8_1,li019512.in
300-4381069-8_1,li019498.in
300-4381123-3_1,li019506.in
300-4381145-6_1,li019512.in
300-4381179-5_1,li019506.in
300-4381194-4_1,li019512.in
300-4381253-8_1,li019506.in
300-4381320-5_1,li019500.in
300-4381364-3_1,li019532.in
300-4381407-0_1,li019512.in
300-4381412-0_1,li019498.in
300-4381422-9_1,li019498.in
300-4381425-2_1,li019496.in
300-4381430-2_1,li019498.in
300-4381446-8_1,li019498.in
300-4381454-2_1,li019498.in
300-4381456-7_1,li019512.in
300-4381481-5_1,li019512.in
300-4381494-8_1,li019512.in
300-4381513-5_1,li019496.in
300-4381522-6_1,li019512.in
300-4381552-3_1,li019512.in
300-4381571-3_1,li019497.in
300-4381573-9_1,li019497.in
300-4381588-7_1,li019496.in
300-4381599-4_1,li019512.in
300-4381600-0_1,li019506.in
300-4381615-8_1,li019506.in
300-4381625-7_1,li019506.in
300-4381628-1_1,li019496.in
300-4381656-2_1,li019498.in
300-4381659-6_1,li019512.in
300-4381689-3_1,li019506.in
300-4381691-9_1,li019512.in
300-4381699-2_1,li019506.in
300-4381702-4_1,li019526.in
300-4381716-4_1,li019512.in
300-4381812-1_1,li019498.in
300-4381846-9_1,li019498.in
300-4381852-7_1,li019498.in
300-4381855-0_1,li019509.in
300-4381857-6_1,li019498.in
300-4381861-8_1,li019502.in
300-4381896-4_1,li019553.in
300-4381913-7_1,li019510.in
300-4381943-4_1,li019537.in
300-4381954-1_1,li019500.in
300-4381961-6_1,li019498.in
300-4381974-9_1,li019500.in
300-4381981-4_1,li019498.in
300-4382004-4_1,li019498.in
300-4382005-1_1,li019498.in
300-4382006-9_1,li019498.in
300-4382010-1_1,li019498.in
300-4382011-9_1,li019498.in
300-4382013-5_1,li019498.in
300-4382015-0_1,li019498.in
300-4382017-6_1,li019498.in
300-4382018-4_1,li019498.in
300-4382024-2_1,li019537.in
300-4382025-9_1,li019498.in
300-4382035-8_1,li019498.in
300-4382040-8_1,li019502.in
300-4382044-0_1,li019498.in
300-4382056-4_1,li019537.in
300-4382066-3_1,li019577.in
300-4382103-4_1,li019496.in
300-4382105-9_1,li019498.in
300-4382108-3_1,li019498.in
300-4382118-2_1,li019498.in
300-4382122-4_1,li019537.in
300-4382147-1_1,li019512.in
300-4382162-0_1,li019512.in
300-4382190-1_1,li019593.in
300-4382207-3_1,li019537.in
300-4382209-9_1,li019498.in
300-4382211-5_1,li019526.in
300-4382234-7_1,li019571.in
300-4382266-9_1,li019496.in
300-4382275-0_1,li019537.in
300-4382288-3_1,li019498.in
300-4382289-1_1,li019498.in
300-4382295-8_1,li019496.in
300-4382397-2_1,li019498.in
300-4382400-4_1,li019496.in
300-4382466-5_1,li019503.in
300-4382469-9_1,li019498.in
300-4382472-3_1,li019498.in
300-4382473-1_1,li019498.in
300-4382479-8_1,li019498.in
300-4382495-4_1,li019510.in
300-4382509-2_1,li019498.in
300-4382527-4_1,li019506.in
300-4382566-2_1,li019498.in
300-4382614-0_1,li019502.in
300-4382659-5_1,li019500.in
300-4382670-2_1,li019500.in
300-4382678-5_1,li019500.in
300-4382690-0_1,li019500.in
300-4382703-1_1,li019500.in
300-4382789-0_1,li019496.in
300-4382802-1_1,li019496.in
300-4382869-0_1,li019502.in
300-4382888-0_1,li019496.in
300-4382924-3_1,li019502.in
300-4382938-3_1,li019502.in
300-4382981-3_1,li019498.in
300-4382993-8_1,li019498.in
300-4383027-4_1,li019498.in
300-4383028-2_1,li019498.in
300-4383032-4_1,li019498.in
300-4383038-1_1,li019498.in
300-4383049-8_1,li019502.in
300-4383062-1_1,li019498.in
300-4383086-0_1,li019498.in
300-4383104-1_1,li019498.in
300-4383105-8_1,li019498.in
300-4383114-0_1,li019498.in
300-4383144-7_1,li019498.in
300-4383145-4_1,li019504.in
300-4383160-3_1,li019498.in
300-4383217-1_1,li019498.in
300-4383220-5_1,li019502.in
300-4383225-4_1,li019498.in
300-4383336-9_1,li019500.in
300-4383353-4_1,li019496.in
300-4383355-9_1,li019496.in
300-4383450-8_1,li019496.in
300-4383452-4_1,li019496.in
300-4383453-2_1,li019496.in
300-4383454-0_1,li019496.in
300-4383461-5_1,li019496.in
300-4383479-7_1,li019496.in
300-4383482-1_1,li019500.in
300-4383487-0_1,li019496.in
300-4383489-6_1,li019496.in
300-4383491-2_1,li019496.in
300-4383492-0_1,li019496.in
300-4383495-3_1,li019496.in
300-4383496-1_1,li019498.in
300-4383498-7_1,li019496.in
300-4383513-3_1,li019500.in
300-4383516-6_1,li019496.in
300-4383519-0_1,li019496.in
300-4383526-5_1,li019502.in
300-4383528-1_1,li019502.in
300-4383531-5_1,li019502.in
300-4383533-1_1,li019502.in
300-4383534-9_1,li019502.in
300-4383535-6_1,li019500.in
300-4383548-9_1,li019500.in
300-4383557-0_1,li019500.in
300-4383562-0_1,li019500.in
300-4383564-6_1,li019498.in
300-4383574-5_1,li019502.in
300-4383593-5_1,li019498.in
300-4383596-8_1,li019500.in
300-4383600-8_1,li019500.in
300-4383601-6_1,li019500.in
300-4383602-4_1,li019500.in
300-4383603-2_1,li019500.in
300-4383604-0_1,li019498.in
300-4383634-7_1,li019502.in
300-4383637-0_1,li019498.in
300-4383638-8_1,li019498.in
300-4383639-6_1,li019498.in
300-4383660-2_1,li019498.in
300-4383669-3_1,li019504.in
300-4383678-4_1,li019500.in
300-4383731-1_1,li019498.in
300-4383733-7_1,li019502.in
300-4383735-2_1,li019498.in
300-4383741-0_1,li019502.in
300-4383758-4_1,li019502.in
300-4383764-2_1,li019502.in
300-4383780-8_1,li019502.in
300-4383784-0_1,li019498.in
300-4383794-9_1,li019497.in
300-4383818-6_1,li019498.in
300-4383820-2_1,li019498.in
300-4383821-0_1,li019498.in
300-4383823-6_1,li019498.in
300-4383827-7_1,li019498.in
300-4383829-3_1,li019498.in
300-4383834-3_1,li019498.in
300-4383836-8_1,li019498.in
300-4383838-4_1,li019498.in
300-4383843-4_1,li019500.in
300-4383855-8_1,li019506.in
300-4383856-6_1,li019506.in
300-4383857-4_1,li019506.in
300-4383859-0_1,li019506.in
300-4383869-9_1,li019502.in
300-4383873-1_1,li019502.in
300-4383876-4_1,li019502.in
300-4383883-0_1,li019502.in
300-4383886-3_1,li019502.in
300-4383889-7_1,li019502.in
300-4383890-5_1,li019502.in
300-4383892-1_1,li019502.in
300-4383898-8_1,li019502.in
300-4383901-0_1,li019502.in
300-4383902-8_1,li019502.in
300-4383924-2_1,li019498.in
300-4383928-3_1,li019498.in
300-4383929-1_1,li019498.in
300-4383930-9_1,li019502.in
300-4383931-7_1,li019498.in
300-4383932-5_1,li019502.in
300-4383941-6_1,li019502.in
300-4383953-1_1,li019502.in
300-4383954-9_1,li019502.in
300-4383962-2_1,li019502.in
300-4383979-6_1,li019502.in
300-4383982-0_1,li019502.in
300-4383987-9_1,li019502.in
300-4384028-1_1,li019502.in
300-4384030-7_1,li019502.in
300-4384032-3_1,li019502.in
300-4384056-2_1,li019500.in
300-4384059-6_1,li019500.in
300-4384222-0_1,li019500.in
300-4384236-0_1,li019500.in
300-4384239-4_1,li019500.in
300-4384254-3_1,li019500.in
300-4384258-4_1,li019500.in
300-4384307-9_1,li019502.in
300-4384313-7_1,li019502.in
300-4384318-6_1,li019502.in
300-4384319-4_1,li019502.in
300-4384341-8_1,li019502.in
300-4384345-9_1,li019502.in
300-4384351-7_1,li019502.in
300-4384354-1_1,li019502.in
300-4384355-8_1,li019502.in
300-4384361-6_1,li019502.in
300-4384363-2_1,li019502.in
300-4384364-0_1,li019502.in
300-4384366-5_1,li019502.in
300-4384369-9_1,li019502.in
300-4384396-2_1,li019502.in
300-4384415-0_1,li019496.in
300-4384424-2_1,li019500.in
300-4384429-1_1,li019500.in
300-4384430-9_1,li019500.in
300-4384432-5_1,li019500.in
300-4384433-3_1,li019500.in
300-4384434-1_1,li019500.in
300-4384452-3_1,li019498.in
300-4384456-4_1,li019498.in
300-4384531-4_1,li019502.in
300-4384560-3_1,li019500.in
300-4384563-7_1,li019500.in
300-4384566-0_1,li019502.in
300-4384577-7_1,li019502.in
300-4384583-5_1,li019502.in
300-4384584-3_1,li019502.in
300-4384586-8_1,li019502.in
300-4384588-4_1,li019502.in
300-4384595-9_1,li019500.in
300-4384596-7_1,li019502.in
300-4384598-3_1,li019500.in
300-4384601-5_1,li019500.in
300-4384604-9_1,li019500.in
300-4384620-5_1,li019502.in
300-4384630-4_1,li019502.in
300-4384632-0_1,li019502.in
300-4384633-8_1,li019502.in
300-4384637-9_1,li019502.in
300-4384647-8_1,li019502.in
300-4384649-4_1,li019502.in
300-4384651-0_1,li019502.in
300-4384653-6_1,li019502.in
300-4384719-5_1,li019502.in
300-4384848-2_1,li019502.in
300-4385025-6_1,li019496.in
300-4385122-1_1,li019502.in
300-4385127-0_1,li019502.in
300-4385131-2_1,li019502.in
300-4385134-6_1,li019502.in
300-4385138-7_1,li019502.in
